graph,w,removed,dt,fly,sd,s150,s150_MN9_L,s150_active,s80,s80_MN9_L,s80_active,s40,s40_MN9_L,s40_active,s150_l100,s150_l100_MN9_L,s150_l100_active,s150_l150,s150_l150_MN9_L,s150_l150_active,s80_l100,s80_l100_MN9_L,s80_l100_active,s40_l100,s40_l100_MN9_L,s40_l100_active,s150_lL150,s150_lL150_MN9_L,s150_lL150_active,s150_lR150,s150_lR150_MN9_L,s150_lR150_active,loom,loom_MN9_L,loom_active
malecns_all,0.275,intact,0.2,4,0.5,157.6,248.4,20281.2,87.8,149.6,20353.8,59.8,97.2,20639.0,114.0,192.4,21123.2,70.2,126.0,21715.8,75.4,130.4,21203.2,3.6,7.2,12175.6,126.0,205.2,20864.6,137.2,221.6,20786.6,393.0,0.0,22076.0
malecns_all,0.275,PVLP069_L,0.2,1,0.5,163.6,257.2,20485.4,108.2,178.0,20571.4,115.8,185.2,16281.8,141.4,225.2,20954.2,100.19999999999999,169.2,21691.6,68.2,122.0,21102.4,29.6,55.6,21232.4,152.6,242.0,20898.6,159.39999999999998,249.2,18970.0,391.8,0.0,22114.2
malecns_ge5,0.152,intact,0.2,1,0.5,63.0,126.0,8016.0,10.8,21.6,267.6,0.2,0.4,71.8,37.6,75.2,9373.4,24.0,48.0,9652.2,0.0,0.0,2472.2,0.0,0.0,2422.4,52.0,103.6,9048.4,50.2,100.4,9200.6,388.8,0.0,2726.0
malecns_ge5,0.152,intact,0.2,2,0.5,66.0,132.0,8352.8,15.6,31.2,324.8,1.0,2.0,73.8,36.8,73.6,9408.6,27.0,54.0,9665.0,0.0,0.0,2508.2,0.0,0.0,2479.0,51.0,101.6,9137.8,57.8,114.0,8996.6,388.6,0.0,2800.4
malecns_all,0.275,intact,0.2,5,0.5,153.2,248.4,20447.4,56.800000000000004,98.4,20571.0,61.2,102.8,20549.8,105.4,184.4,21186.4,62.8,116.8,21773.6,68.8,120.4,21061.0,10.8,21.6,19243.6,112.0,190.4,20915.8,138.6,227.6,16990.4,394.6,0.0,22072.4
malecns_ge5,0.152,intact,0.2,3,0.5,70.8,141.6,7676.0,16.8,33.6,304.4,0.4,0.8,81.0,41.4,82.8,9312.6,28.8,57.6,9636.8,0.0,0.0,2519.0,0.0,0.0,2519.4,52.4,104.8,8830.2,52.8,105.6,8712.4,389.4,0.0,2803.2
malecns_ge5,0.152,intact,0.2,4,0.5,58.0,116.0,7853.2,10.6,21.2,212.0,0.2,0.4,77.2,33.4,66.8,9296.0,24.6,49.2,9637.4,0.0,0.0,2487.8,0.0,0.0,2482.0,38.2,76.4,8880.6,40.0,80.0,9085.0,386.4,0.0,2819.6
malecns_ge5,0.152,intact,0.2,5,0.5,62.0,124.0,7662.2,9.4,18.8,210.6,0.4,0.8,77.8,33.4,66.8,9278.4,22.8,45.6,9485.6,0.0,0.0,2504.8,0.0,0.0,2477.6,45.2,90.4,8814.0,42.8,85.6,8939.6,390.4,0.0,2799.4
malecns_ge5,0.152,intact,0.2,6,0.5,55.2,110.4,7756.6,14.6,29.2,346.8,0.6,1.2,82.8,38.0,76.0,9425.0,28.2,56.4,9719.4,0.0,0.0,2510.0,0.0,0.0,2493.2,46.2,92.4,8552.8,41.2,82.4,8975.6,390.0,0.0,2798.2
malecns_ge5,0.152,intact,0.2,7,0.5,65.4,130.8,8069.8,10.0,20.0,200.0,0.4,0.8,74.4,40.8,81.6,9284.4,31.2,62.4,9630.8,0.0,0.0,2508.8,0.0,0.0,2453.2,52.0,104.0,8862.8,51.6,103.2,9080.8,389.6,0.0,2805.4
malecns_ge5,0.152,intact,0.2,9,0.5,70.8,141.6,7671.6,18.0,36.0,228.2,1.4,2.8,74.2,39.0,78.0,9242.4,27.8,55.6,9527.8,0.0,0.0,2456.8,0.0,0.0,2431.4,57.0,113.6,8961.6,56.0,112.0,8990.0,384.4,0.0,2706.0
malecns_ge5,0.152,intact,0.2,8,0.5,61.4,122.8,7669.2,17.4,34.8,241.8,1.0,2.0,79.2,36.6,73.2,9296.0,20.6,41.2,9485.2,0.0,0.0,2464.2,0.0,0.0,2444.0,49.4,98.0,8938.6,50.199999999999996,99.6,8837.6,386.79999999999995,0.0,2733.8
malecns_ge5,0.152,intact,0.2,10,0.5,63.0,126.0,7403.4,21.8,43.6,332.0,2.4,4.8,77.6,31.4,62.8,9268.8,21.6,43.2,9679.0,0.0,0.0,2514.4,0.0,0.0,2487.6,52.800000000000004,105.2,8627.0,47.2,94.4,7564.4,393.6,0.0,2798.2
malecns_ge5,0.152,PVLP069_L,0.2,1,0.5,63.0,126.0,8016.0,10.8,21.6,267.6,0.2,0.4,71.8,49.8,99.6,9361.2,23.8,47.6,9599.6,0.0,0.0,2366.8,0.0,0.0,2323.4,53.400000000000006,106.4,8977.6,54.4,108.8,9142.6,388.8,0.0,2653.8
malecns_ge5,0.152,PVLP069_L,0.2,2,0.5,66.0,132.0,8352.8,15.6,31.2,324.8,1.0,2.0,73.8,42.800000000000004,85.2,9359.8,26.8,53.6,9655.2,0.0,0.0,2409.0,0.0,0.0,2388.4,54.4,106.8,9087.6,61.599999999999994,121.6,9030.8,388.4,0.0,2743.8
malecns_ge5,0.152,PVLP069_L,0.2,3,0.5,70.8,141.6,7676.0,16.8,33.6,304.4,0.4,0.8,81.0,44.4,88.8,9293.6,29.0,58.0,9573.0,0.0,0.0,2445.8,0.0,0.0,2429.8,54.8,109.6,8661.8,51.400000000000006,102.4,8966.0,388.79999999999995,0.0,2745.2
malecns_ge5,0.152,PVLP069_L,0.2,4,0.5,58.0,116.0,7853.2,10.6,21.2,212.0,0.2,0.4,77.2,34.4,68.8,9241.4,24.6,49.2,9562.0,0.0,0.0,2395.0,0.0,0.0,2377.4,35.4,70.8,8603.6,40.0,80.0,9083.6,385.6,0.0,2713.8
malecns_ge5,0.152,PVLP069_L,0.2,5,0.5,62.0,124.0,7662.2,9.4,18.8,210.6,0.4,0.8,77.8,37.0,74.0,9238.8,24.4,48.8,9473.0,0.0,0.0,2409.4,0.0,0.0,2397.4,47.8,95.6,8565.4,47.0,94.0,8960.0,390.4,0.0,2705.0
malecns_ge5,0.152,PVLP069_L,0.2,6,0.5,55.2,110.4,7756.6,14.6,29.2,346.8,0.6,1.2,82.8,41.6,83.2,9267.8,28.8,57.6,9604.6,0.0,0.0,2386.2,0.0,0.0,2382.8,46.4,92.8,8477.6,39.8,79.6,8789.6,389.0,0.0,2722.2
malecns_ge5,0.152,PVLP069_L,0.2,7,0.5,65.4,130.8,8069.8,10.0,20.0,200.0,0.4,0.8,74.4,40.4,80.8,9261.6,30.6,61.2,9517.8,0.0,0.0,2461.4,0.0,0.0,2375.6,51.2,102.4,8965.6,51.2,102.4,9005.8,388.8,0.0,2717.4
malecns_ge5,0.152,PVLP069_L,0.2,8,0.5,61.4,122.8,7669.2,17.4,34.8,241.8,1.0,2.0,79.2,35.8,71.6,9243.8,22.8,45.6,9482.8,0.0,0.0,2414.8,0.0,0.0,2414.2,43.800000000000004,87.2,8617.4,51.0,101.2,8897.8,386.6,0.0,2702.4
malecns_ge5,0.152,PVLP069_L,0.2,10,0.5,63.0,126.0,7403.4,21.8,43.6,332.0,2.4,4.8,77.6,39.8,79.6,9112.4,23.4,46.8,9541.4,0.0,0.0,2431.8,0.0,0.0,2394.4,46.8,93.6,6951.8,45.6,91.2,7533.8,392.6,0.0,2729.8
malecns_ge5,0.152,PVLP069_L,0.2,9,0.5,70.8,141.6,7671.6,18.0,36.0,228.2,1.4,2.8,74.2,41.6,83.2,9102.8,28.4,56.8,9368.4,0.0,0.0,2405.2,0.0,0.0,2397.0,57.6,115.2,8946.8,56.8,113.6,9011.0,383.79999999999995,0.0,2701.8
malecns_all,0.275,PVLP069_both,0.2,1,0.5,163.6,257.2,20485.4,108.2,178.0,20571.4,115.8,185.2,16281.8,145.2,230.0,18949.8,116.6,191.6,21439.4,113.2,180.0,18644.8,17.0,34.0,20833.2,154.4,244.0,21019.4,163.4,257.6,18870.2,392.0,0.0,21952.0
malecns_ge5,0.152,PVLP069_R,0.2,1,0.5,63.0,126.0,8016.0,10.8,21.6,267.6,0.2,0.4,71.8,52.6,104.8,9288.2,26.8,53.6,9617.6,0.0,0.0,2361.4,0.0,0.0,2367.8,52.199999999999996,103.6,9017.0,56.0,112.0,9005.2,388.2,0.0,2682.8
malecns_all,0.275,PVLP069_R,0.2,5,0.5,153.2,248.4,20447.4,56.800000000000004,98.4,20571.0,61.2,102.8,20549.8,107.8,186.0,20996.6,65.0,120.4,21431.4,47.199999999999996,92.8,20756.2,13.2,26.4,18757.6,121.0,203.2,20834.6,136.8,224.4,17026.2,394.0,0.0,21876.0
malecns_ge5,0.152,PVLP069_R,0.2,2,0.5,66.0,132.0,8352.8,15.6,31.2,324.8,1.0,2.0,73.8,50.199999999999996,99.6,9352.6,30.0,60.0,9626.2,0.0,0.0,2425.8,0.0,0.0,2391.2,54.0,107.2,9128.2,69.8,138.4,9105.0,388.0,0.0,2741.8
malecns_all,0.275,PVLP069_both,0.2,3,0.5,165.60000000000002,264.8,20055.8,121.6,200.0,20305.0,103.0,167.6,18195.0,150.4,240.8,20988.4,105.2,180.0,21303.8,70.0,126.8,20971.2,42.0,70.8,16941.2,152.4,243.6,20882.6,160.0,256.0,20975.6,394.0,0.0,21625.2
malecns_ge5,0.152,PVLP069_R,0.2,3,0.5,70.8,141.6,7676.0,16.8,33.6,304.4,0.4,0.8,81.0,48.8,97.6,9201.6,29.2,58.4,9578.2,0.0,0.0,2483.4,0.0,0.0,2467.6,55.0,110.0,8525.8,58.4,116.8,8627.0,388.6,0.0,2774.6
malecns_all,0.275,PVLP069_both,0.2,2,0.5,167.39999999999998,260.4,20237.4,120.8,194.0,20472.2,101.6,162.0,20047.8,152.8,238.8,21106.0,113.6,187.6,21382.8,74.39999999999999,131.6,20940.2,16.599999999999998,32.8,21015.0,157.4,244.8,21114.4,163.6,255.6,20977.6,392.4,0.0,21819.6
malecns_all,0.275,PVLP069_both,0.2,4,0.5,157.6,248.4,20281.2,87.8,149.6,20353.8,59.8,97.2,20639.0,124.4,204.4,20719.4,80.2,141.6,21345.6,70.0,122.0,20270.2,12.2,24.4,18595.2,134.2,215.6,20800.4,139.8,224.8,20814.4,390.0,0.0,21372.6
malecns_all,0.275,PVLP069_both,0.2,5,0.5,153.2,248.4,20447.4,56.800000000000004,98.4,20571.0,61.2,102.8,20549.8,102.2,179.6,20771.0,64.8,119.2,21266.6,40.2,80.4,20517.4,6.4,12.8,18650.4,121.2,202.8,21090.4,134.0,221.2,20848.2,394.8,0.0,21688.2
malecns_ge5,0.152,PVLP069_R,0.2,4,0.5,58.0,116.0,7853.2,10.6,21.2,212.0,0.2,0.4,77.2,36.2,72.4,9206.8,27.0,54.0,9574.4,0.0,0.0,2381.8,0.0,0.0,2366.8,37.8,75.6,8854.2,47.2,94.4,8982.2,386.0,0.0,2746.2
malecns_ge5,0.152,PVLP069_R,0.2,5,0.5,62.0,124.0,7662.2,9.4,18.8,210.6,0.4,0.8,77.8,39.0,78.0,9232.6,27.0,54.0,9564.4,0.0,0.0,2411.2,0.0,0.0,2414.8,41.6,83.2,8890.6,55.2,110.4,8887.4,389.8,0.0,2731.6
malecns_ge5,0.152,PVLP069_R,0.2,6,0.5,55.2,110.4,7756.6,14.6,29.2,346.8,0.6,1.2,82.8,43.8,87.6,9274.0,30.4,60.8,9665.4,0.0,0.0,2408.8,0.0,0.0,2390.6,47.2,94.4,8544.0,47.2,94.4,8824.8,388.4,0.0,2704.2
malecns_ge5,0.152,PVLP069_R,0.2,8,0.5,61.4,122.8,7669.2,17.4,34.8,241.8,1.0,2.0,79.2,36.8,73.6,9238.4,23.4,46.8,9499.8,0.0,0.0,2419.2,0.0,0.0,2398.0,46.400000000000006,92.4,8979.6,57.0,112.4,8708.2,386.8,0.0,2737.4
malecns_ge5,0.152,PVLP069_R,0.2,7,0.5,65.4,130.8,8069.8,10.0,20.0,200.0,0.4,0.8,74.4,47.6,95.2,9266.2,31.6,63.2,9559.8,0.0,0.0,2443.8,0.0,0.0,2390.8,53.400000000000006,106.4,8858.0,57.6,115.2,9014.4,388.2,0.0,2757.8
malecns_ge5,0.152,PVLP069_R,0.2,10,0.5,63.0,126.0,7403.4,21.8,43.6,332.0,2.4,4.8,77.6,37.8,75.6,9101.0,24.6,49.2,9555.4,0.0,0.0,2455.8,0.0,0.0,2417.6,51.6,102.4,7636.4,53.4,106.0,7340.8,393.4,0.0,2736.6
malecns_ge5,0.152,PVLP069_R,0.2,9,0.5,70.8,141.6,7671.6,18.0,36.0,228.2,1.4,2.8,74.2,47.8,95.6,9174.8,30.8,61.6,9537.6,0.0,0.0,2449.4,0.0,0.0,2429.6,59.8,119.6,8820.6,62.0,124.0,9009.6,383.4,0.0,2744.2
malecns_ge5,0.152,PVLP069_both,0.2,1,0.5,63.0,126.0,8016.0,10.8,21.6,267.6,0.2,0.4,71.8,49.6,99.2,9280.6,25.0,50.0,9541.6,0.0,0.0,2303.8,0.0,0.0,2294.8,53.0,105.6,9038.4,60.6,120.8,9038.6,386.8,0.0,2655.8
malecns_ge5,0.152,PVLP069_both,0.2,2,0.5,66.0,132.0,8352.8,15.6,31.2,324.8,1.0,2.0,73.8,45.6,90.8,9264.0,29.8,59.6,9625.4,0.0,0.0,2401.6,0.0,0.0,2356.8,52.2,104.0,8942.2,66.8,132.0,9057.0,387.2,0.0,2732.4
malecns_ge5,0.152,PVLP069_both,0.2,5,0.5,62.0,124.0,7662.2,9.4,18.8,210.6,0.4,0.8,77.8,42.2,84.4,9203.2,24.0,48.0,9403.4,0.0,0.0,2395.6,0.0,0.0,2392.2,44.6,89.2,8561.0,56.4,112.8,8903.2,388.79999999999995,0.0,2764.0
malecns_ge5,0.152,PVLP069_both,0.2,3,0.5,70.8,141.6,7676.0,16.8,33.6,304.4,0.4,0.8,81.0,50.8,101.6,9238.0,27.2,54.4,9476.2,0.0,0.0,2427.0,0.0,0.0,2431.8,55.2,110.4,8605.6,58.6,117.2,8810.4,387.2,0.0,2773.8
malecns_ge5,0.152,PVLP069_both,0.2,4,0.5,58.0,116.0,7853.2,10.6,21.2,212.0,0.2,0.4,77.2,37.0,74.0,9200.2,27.0,54.0,9526.0,0.0,0.0,2343.0,0.0,0.0,2372.0,38.6,77.2,8540.0,45.6,91.2,8961.4,384.0,0.0,2713.2
malecns_ge5,0.152,PVLP069_both,0.2,6,0.5,55.2,110.4,7756.6,14.6,29.2,346.8,0.6,1.2,82.8,41.6,83.2,9248.8,30.0,60.0,9623.4,0.0,0.0,2375.2,0.0,0.0,2365.2,46.4,92.8,8771.4,48.2,96.4,8831.6,387.8,0.0,2684.6
malecns_ge5,0.152,PVLP069_both,0.2,7,0.5,65.4,130.8,8069.8,10.0,20.0,200.0,0.4,0.8,74.4,50.0,100.0,9211.6,34.6,69.2,9507.8,0.0,0.0,2431.4,0.0,0.0,2363.2,54.2,108.0,8991.2,59.2,118.4,8919.4,388.4,0.0,2723.2
malecns_ge5,0.152,PVLP069_both,0.2,9,0.5,70.8,141.6,7671.6,18.0,36.0,228.2,1.4,2.8,74.2,50.8,101.6,9178.2,28.8,57.6,9377.4,0.0,0.0,2404.0,0.0,0.0,2396.4,60.0,120.0,8637.6,64.8,129.6,8863.8,382.0,0.0,2726.4
malecns_ge5,0.152,PVLP069_both,0.2,8,0.5,61.4,122.8,7669.2,17.4,34.8,241.8,1.0,2.0,79.2,38.6,77.2,9194.6,19.2,38.4,9385.4,0.0,0.0,2384.2,0.0,0.0,2393.2,45.800000000000004,91.2,8916.4,60.0,118.8,8783.2,385.8,0.0,2717.4
malecns_ge5,0.152,PVLP069_both,0.2,10,0.5,63.0,126.0,7403.4,21.8,43.6,332.0,2.4,4.8,77.6,38.4,76.8,9192.4,26.4,52.8,9556.4,0.0,0.0,2389.8,0.0,0.0,2386.4,47.6,95.2,8574.6,54.6,109.2,7588.4,392.0,0.0,2763.2
malecns_ge5,0.152,intact,0.2,1,1.0,68.2,134.8,8372.4,14.4,28.8,376.4,0.0,0.0,68.6,54.2,107.2,9678.4,29.8,59.6,9937.2,0.0,0.0,2466.8,0.0,0.0,2454.6,59.2,115.2,9377.4,62.8,123.6,9369.8,387.8,0.0,2751.2
malecns_ge5,0.152,intact,0.2,5,1.0,66.2,132.4,4082.4,7.2,14.4,183.0,1.0,2.0,91.2,36.0,72.0,9308.8,21.6,43.2,8282.0,0.0,0.0,2554.0,0.0,0.0,2541.0,48.0,96.0,7495.0,55.8,111.6,8271.8,391.79999999999995,0.0,2843.2
malecns_ge5,0.152,intact,0.2,2,1.0,78.60000000000001,150.8,8701.8,40.0,77.6,2125.8,2.6,5.2,95.4,56.4,110.0,9766.2,35.6,71.2,10085.4,2.0,4.0,2591.8,0.0,0.0,2501.0,68.0,130.8,9429.0,71.8,136.4,9507.4,387.2,0.0,2883.0
malecns_ge5,0.152,intact,0.2,4,1.0,55.8,111.6,8106.2,11.8,23.6,304.8,0.0,0.0,69.4,32.8,65.6,9459.2,22.0,44.0,9763.6,0.0,0.0,2556.6,0.0,0.0,2526.8,36.2,72.4,9038.4,40.4,80.8,9102.8,382.0,0.0,2868.2
malecns_ge5,0.152,intact,0.2,3,1.0,75.2,150.4,8217.4,21.4,42.8,1849.6,2.2,4.4,145.6,51.4,102.8,9488.0,34.0,68.0,9848.0,7.2,14.4,5285.4,0.0,0.0,2592.4,59.800000000000004,119.2,9220.0,61.8,123.6,9271.6,388.20000000000005,0.0,2908.2
malecns_ge5,0.152,intact,0.2,9,1.0,81.0,162.0,6602.6,26.6,53.2,375.4,1.6,3.2,75.4,29.6,59.2,5283.4,25.0,50.0,9579.4,0.0,0.0,2450.4,0.0,0.0,2445.4,70.0,140.0,6277.0,63.8,127.6,7803.8,379.0,0.0,2712.8
malecns_ge5,0.152,intact,0.2,6,1.0,54.4,108.8,8080.4,15.8,31.6,407.0,0.4,0.8,114.4,41.4,82.8,9431.0,30.6,61.2,9925.8,0.0,0.0,2550.6,0.0,0.0,2535.0,42.0,83.6,9005.2,43.400000000000006,86.4,9041.4,389.6,0.0,2847.8
malecns_ge5,0.152,intact,0.2,10,1.0,67.0,134.0,5649.8,26.2,52.4,354.6,1.4,2.8,86.6,43.0,85.6,5207.4,20.8,41.6,9564.6,0.0,0.0,2582.6,0.0,0.0,2558.2,59.2,116.0,6204.8,52.0,102.8,5004.8,398.2,0.0,2833.8
malecns_ge5,0.152,intact,0.2,7,1.0,70.2,140.4,8349.6,6.4,12.8,206.6,0.2,0.4,85.6,49.2,98.4,9470.6,33.4,66.8,9831.8,0.0,0.0,2636.6,0.0,0.0,2527.6,53.8,107.6,9263.0,61.4,122.8,9302.0,389.0,0.0,2857.0
malecns_ge5,0.152,PVLP069_L,0.2,1,1.0,68.2,134.8,8372.4,14.4,28.8,376.4,0.0,0.0,68.6,56.0,109.6,9604.0,36.0,71.6,9878.6,0.0,0.0,2378.6,0.0,0.0,2347.4,63.6,125.2,9235.2,57.2,112.0,9100.6,387.20000000000005,0.0,2689.6
malecns_ge5,0.152,intact,0.2,8,1.0,60.0,119.6,8210.2,26.2,52.4,8142.8,0.6,1.2,82.2,38.6,77.2,9414.2,26.4,52.8,9687.4,11.6,23.2,9066.4,0.0,0.0,2482.2,45.400000000000006,90.4,9197.8,50.4,99.2,9088.0,385.0,0.0,2753.8
malecns_ge5,0.152,PVLP069_L,0.2,5,1.0,66.2,132.4,4082.4,7.2,14.4,183.0,1.0,2.0,91.2,42.2,84.4,9322.8,18.4,36.8,9288.8,0.0,0.0,2455.6,0.0,0.0,2488.4,48.6,97.2,8744.2,52.8,105.6,7527.6,391.6,0.0,2772.6
malecns_ge5,0.152,PVLP069_L,0.2,4,1.0,55.8,111.6,8106.2,11.8,23.6,304.8,0.0,0.0,69.4,34.2,68.4,9382.4,23.4,46.8,9684.4,0.0,0.0,2454.0,0.0,0.0,2447.6,38.4,76.8,8924.0,37.0,74.0,9122.0,381.6,0.0,2770.6
malecns_ge5,0.152,PVLP069_L,0.2,2,1.0,78.60000000000001,150.8,8701.8,40.0,77.6,2125.8,2.6,5.2,95.4,56.8,110.0,9707.4,35.2,70.4,9937.6,2.0,4.0,2541.8,0.0,0.0,2457.6,71.4,134.8,9461.0,70.2,134.0,9459.8,386.4,0.0,2836.2
malecns_ge5,0.152,PVLP069_L,0.2,3,1.0,75.2,150.4,8217.4,21.4,42.8,1849.6,2.2,4.4,145.6,61.0,122.0,9459.4,33.2,66.4,9770.6,8.4,16.8,5243.6,0.0,0.0,2514.6,63.0,126.0,9134.4,63.4,126.8,9221.8,387.6,0.0,2851.8
malecns_ge5,0.152,PVLP069_L,0.2,10,1.0,67.0,134.0,5649.8,26.2,52.4,354.6,1.4,2.8,86.6,44.199999999999996,86.8,5130.4,23.4,46.8,9524.4,0.0,0.0,2479.4,0.0,0.0,2451.4,60.2,118.4,7199.6,50.2,99.2,6293.6,397.0,0.0,2764.2
malecns_ge5,0.152,PVLP069_L,0.2,9,1.0,81.0,162.0,6602.6,26.6,53.2,375.4,1.6,3.2,75.4,52.2,104.4,6687.2,37.2,74.4,9533.4,1.4,2.8,2464.2,0.0,0.0,2426.2,71.6,143.2,6172.6,67.2,134.4,7668.2,377.8,0.0,2750.8
malecns_ge5,0.152,PVLP069_L,0.2,6,1.0,54.4,108.8,8080.4,15.8,31.6,407.0,0.4,0.8,114.4,41.0,82.0,9288.0,33.0,66.0,9838.6,0.0,0.0,2448.8,0.0,0.0,2443.2,43.800000000000004,87.2,8718.6,46.2,92.4,9041.8,389.0,0.0,2763.6
malecns_ge5,0.152,PVLP069_L,0.2,7,1.0,70.2,140.4,8349.6,6.4,12.8,206.6,0.2,0.4,85.6,52.8,105.6,9339.6,34.4,68.8,9695.2,0.0,0.0,2574.8,0.0,0.0,2441.6,59.0,118.0,9225.8,60.8,121.6,9222.4,389.20000000000005,0.0,2773.0
malecns_ge5,0.152,PVLP069_R,0.2,1,1.0,68.2,134.8,8372.4,14.4,28.8,376.4,0.0,0.0,68.6,58.4,113.6,9589.8,39.400000000000006,78.4,9956.4,0.0,0.0,2373.0,0.0,0.0,2344.6,60.2,118.4,9302.4,61.6,120.8,9339.0,387.0,0.0,2710.8
malecns_ge5,0.152,PVLP069_L,0.2,8,1.0,60.0,119.6,8210.2,26.2,52.4,8142.8,0.6,1.2,82.2,36.6,73.2,9390.6,28.0,56.0,9652.2,8.2,16.4,6559.6,0.0,0.0,2441.0,47.400000000000006,94.4,9115.6,48.400000000000006,94.4,9023.8,383.8,0.0,2754.2
malecns_ge5,0.152,PVLP069_R,0.2,2,1.0,78.60000000000001,150.8,8701.8,40.0,77.6,2125.8,2.6,5.2,95.4,64.2,122.8,9733.2,39.2,78.0,10032.4,5.6000000000000005,10.4,2545.4,0.0,0.0,2420.8,66.0,125.2,9542.6,78.39999999999999,147.2,9389.4,386.6,0.0,2846.4
malecns_ge5,0.152,PVLP069_R,0.2,5,1.0,66.2,132.4,4082.4,7.2,14.4,183.0,1.0,2.0,91.2,46.0,92.0,9238.4,23.8,47.6,9504.8,0.0,0.0,2459.6,0.0,0.0,2465.6,53.0,106.0,7502.4,62.800000000000004,125.2,7070.8,390.79999999999995,0.0,2782.2
malecns_ge5,0.152,PVLP069_R,0.2,3,1.0,75.2,150.4,8217.4,21.4,42.8,1849.6,2.2,4.4,145.6,57.0,113.6,9407.4,36.4,72.8,9732.0,8.4,16.8,5218.8,0.0,0.0,2508.0,58.0,115.6,9149.0,67.6,135.2,9145.8,387.4,0.0,2877.6
malecns_ge5,0.152,PVLP069_R,0.2,4,1.0,55.8,111.6,8106.2,11.8,23.6,304.8,0.0,0.0,69.4,35.0,70.0,9364.8,23.0,46.0,9690.6,0.0,0.0,2426.4,0.0,0.0,2426.6,36.6,73.2,9169.2,42.6,85.2,8997.6,382.4,0.0,2783.6
malecns_ge5,0.152,PVLP069_R,0.2,9,1.0,81.0,162.0,6602.6,26.6,53.2,375.4,1.6,3.2,75.4,58.2,116.4,5324.8,39.0,78.0,9579.0,0.2,0.4,2492.8,0.0,0.0,2470.4,71.2,142.4,7630.2,76.4,152.8,7085.8,377.8,0.0,2773.8
malecns_ge5,0.152,PVLP069_R,0.2,10,1.0,67.0,134.0,5649.8,26.2,52.4,354.6,1.4,2.8,86.6,52.4,104.0,6380.4,23.6,47.2,8188.4,0.0,0.0,2520.0,0.0,0.0,2456.6,63.0,122.8,6235.2,57.800000000000004,114.4,4764.4,397.2,0.0,2793.2
malecns_ge5,0.152,PVLP069_R,0.2,6,1.0,54.4,108.8,8080.4,15.8,31.6,407.0,0.4,0.8,114.4,47.0,94.0,9508.8,34.2,68.4,9844.8,0.0,0.0,2432.0,0.0,0.0,2428.0,45.400000000000006,90.4,8735.0,49.0,97.6,9036.6,388.6,0.0,2722.6
malecns_ge5,0.152,PVLP069_R,0.2,7,1.0,70.2,140.4,8349.6,6.4,12.8,206.6,0.2,0.4,85.6,51.0,102.0,9398.0,36.6,73.2,9704.8,0.0,0.0,2595.2,0.0,0.0,2437.0,60.2,120.4,9254.8,63.6,127.2,9143.2,388.20000000000005,0.0,2831.6
malecns_ge5,0.152,PVLP069_both,0.2,1,1.0,68.2,134.8,8372.4,14.4,28.8,376.4,0.0,0.0,68.6,56.6,111.2,9520.6,36.6,72.8,9859.4,0.0,0.0,2295.6,0.0,0.0,2291.0,60.2,118.0,9186.2,63.2,124.4,9244.4,386.4,0.0,2653.6
malecns_ge5,0.152,PVLP069_R,0.2,8,1.0,60.0,119.6,8210.2,26.4,52.8,8141.0,0.6,1.2,82.2,42.2,84.4,9352.2,29.2,58.4,9670.4,17.6,35.2,9332.8,0.0,0.0,2450.2,45.0,89.6,9159.0,59.6,116.8,8915.6,383.79999999999995,0.0,2788.8
malecns_ge5,0.152,PVLP069_both,0.2,2,1.0,78.60000000000001,150.8,8701.8,40.0,77.6,2125.8,2.6,5.2,95.4,62.6,120.4,9668.0,38.400000000000006,76.4,10002.6,2.6,5.2,2542.2,0.0,0.0,2427.4,66.2,126.0,9411.8,78.4,146.8,9430.6,385.4,0.0,2836.0
malecns_ge5,0.152,PVLP069_both,0.2,5,1.0,66.2,132.4,4082.4,7.2,14.4,183.0,1.0,2.0,91.2,43.0,86.0,8880.6,21.2,42.4,9467.4,0.0,0.0,2473.6,0.0,0.0,2451.2,46.4,92.8,8759.2,61.4,122.8,7980.0,390.6,0.0,2805.2
malecns_ge5,0.152,PVLP069_both,0.2,3,1.0,75.2,150.4,8217.4,21.4,42.8,1849.6,2.2,4.4,145.6,56.6,113.2,9429.2,34.8,69.6,9760.2,8.0,16.0,5226.6,0.0,0.0,2507.6,67.60000000000001,134.8,9139.4,64.4,128.8,9126.6,386.6,0.0,2887.4
malecns_ge5,0.152,PVLP069_both,0.2,4,1.0,55.8,111.6,8106.2,11.8,23.6,304.8,0.0,0.0,69.4,35.0,70.0,9329.4,22.0,44.0,9589.2,0.0,0.0,2425.4,0.0,0.0,2394.0,37.0,74.0,9096.6,46.0,92.0,8968.4,380.8,0.0,2757.0
malecns_ge5,0.152,PVLP069_both,0.2,9,1.0,81.0,162.0,6602.6,26.6,53.2,375.4,1.6,3.2,75.4,62.6,125.2,8001.6,34.4,68.8,6845.4,0.0,0.0,2442.4,0.0,0.0,2437.2,71.4,142.8,7514.4,76.4,152.8,7472.8,377.4,0.0,2755.0
malecns_ge5,0.152,PVLP069_both,0.2,6,1.0,54.4,108.8,8080.4,15.8,31.6,407.0,0.4,0.8,114.4,44.2,88.4,9506.4,29.8,59.6,9829.6,0.0,0.0,2411.0,0.0,0.0,2399.4,42.0,84.0,8852.2,46.8,93.6,8765.8,388.2,0.0,2715.4
