graph,mode,frac,mask,syn_lost
malecns_ge5,A,0.02,33,0.03488853101402426
malecns_ge5,A,0.05,33,0.0950347331007351
malecns_ge5,A,0.1,33,0.19055284133002448
malecns_ge5,A,0.15,33,0.276326183195028
malecns_ge5,A,0.2,33,0.35878790281915446
malecns_ge5,A,0.3,33,0.5072524936072932
malecns_ge5,A,0.4,33,0.6408059524124352
malecns_ge5,A,0.5,33,0.750975462354373
malecns_ge5,A,0.7,33,0.9096219678627866
malecns_ge5,A,0.85,33,0.9750145854494369
malecns_ge5,A,0.95,33,0.996014601374716
malecns_ge5,A,0.0,34,0.0
malecns_ge5,A,0.01,34,0.01915555878444584
malecns_ge5,A,0.02,34,0.03797055731266698
malecns_ge5,A,0.05,34,0.0959476449927852
malecns_ge5,A,0.1,34,0.18849367710137988
malecns_ge5,A,0.15,34,0.2780304332419262
malecns_ge5,A,0.2,34,0.359507170448887
malecns_ge5,A,0.3,34,0.506023316146625
malecns_ge5,A,0.4,34,0.6352978229474714
malecns_ge5,A,0.5,34,0.7455686127614132
malecns_ge5,A,0.7,34,0.9041032958407238
malecns_ge5,A,0.85,34,0.9749464377362651
malecns_ge5,A,0.95,34,0.9959388643577552
malecns_ge5,A,0.0,35,0.0
malecns_ge5,A,0.01,35,0.01899230517034081
malecns_ge5,A,0.02,35,0.0374222663330538
malecns_ge5,A,0.05,35,0.09380154367330618
malecns_ge5,A,0.1,35,0.18816840689625436
malecns_ge5,A,0.15,35,0.27752640762890635
malecns_ge5,A,0.2,35,0.3602857148875093
malecns_ge5,A,0.3,35,0.5092728866349362
malecns_ge5,A,0.4,35,0.636602213640551
malecns_ge5,A,0.5,35,0.7432355760795888
malecns_ge5,A,0.7,35,0.9054075305128739
malecns_ge5,A,0.85,35,0.9743177402561558
malecns_ge5,A,0.95,35,0.9958520275660899
malecns_ge5,A,0.0,36,0.0
malecns_ge5,A,0.01,36,0.01989996807254563
malecns_ge5,A,0.02,36,0.03892942851283157
malecns_ge5,A,0.05,36,0.09776557857558932
malecns_ge5,A,0.1,36,0.18608636331272152
malecns_ge5,A,0.15,36,0.27375911511882817
malecns_ge5,A,0.2,36,0.3549976417993711
malecns_ge5,A,0.3,36,0.506294458233537
malecns_ge5,A,0.4,36,0.6389975583950399
malecns_ge5,A,0.5,36,0.7489538657367016
malecns_ge5,A,0.7,36,0.9057541755853523
malecns_ge5,A,0.85,36,0.9753087071904062
malecns_ge5,A,0.95,36,0.9958614668323297
malecns_ge5,A,0.0,37,0.0
malecns_ge5,A,0.01,37,0.020162941349358823
malecns_ge5,A,0.02,37,0.03869252187561095
malecns_ge5,A,0.05,37,0.09637825161408388
malecns_ge5,A,0.1,37,0.18761633798127483
malecns_ge5,A,0.15,37,0.27476159416881135
malecns_ge5,A,0.2,37,0.35810408537349364
malecns_ge5,A,0.3,37,0.5063113084939321
malecns_ge5,A,0.4,37,0.6366982333783576
malecns_ge5,A,0.5,37,0.7467385245575439
malecns_ge5,A,0.7,37,0.9057855135034945
malecns_ge5,A,0.85,37,0.9752354330752625
malecns_ge5,A,0.95,37,0.9958322909184976
malecns_ge5,A,0.0,38,0.0
malecns_ge5,A,0.01,38,0.018650697345017474
malecns_ge5,A,0.02,38,0.039971782054675505
malecns_ge5,A,0.05,38,0.099083275625092
malecns_ge5,A,0.1,38,0.19106761009848142
malecns_ge5,A,0.15,38,0.27981854453847566
malecns_ge5,A,0.2,38,0.3589311411768643
malecns_ge5,A,0.3,38,0.5099709688513018
malecns_ge5,A,0.4,38,0.6368836419644636
malecns_ge5,A,0.5,38,0.7485769860369403
malecns_ge5,A,0.7,38,0.9063719404560387
malecns_ge5,A,0.85,38,0.9741071900116828
malecns_ge5,A,0.95,38,0.9955805288599101
malecns_ge5,A,0.0,39,0.0
malecns_ge5,A,0.01,39,0.02021301292340305
malecns_ge5,A,0.02,39,0.03997498048373197
malecns_ge5,A,0.05,39,0.09966045276538238
malecns_ge5,A,0.1,39,0.19040299437151154
malecns_ge5,A,0.15,39,0.2771085055690166
malecns_ge5,A,0.2,39,0.3602401121986624
malecns_ge5,A,0.3,39,0.5099269375161029
malecns_ge5,A,0.4,39,0.6401770097565794
malecns_ge5,A,0.5,39,0.7485657636743624
malecns_ge5,A,0.7,39,0.9071818896789158
malecns_ge5,A,0.85,39,0.9752198644153605
malecns_ge5,A,0.95,39,0.9956776295998717
malecns_ge5,B,0.0,0,0.0
malecns_ge5,B,0.01,0,0.023489619609940768
malecns_ge5,B,0.02,0,0.04236389494705157
malecns_ge5,B,0.05,0,0.10175923516578912
malecns_ge5,B,0.1,0,0.19248713309324164
malecns_ge5,B,0.15,0,0.27777229661393016
malecns_ge5,B,0.2,0,0.3603004254322986
malecns_ge5,B,0.3,0,0.5094017822114766
malecns_ge5,B,0.4,0,0.6394674042801288
malecns_ge5,B,0.5,0,0.7534725773323588
malecns_ge5,B,0.7,0,0.9108607183219201
malecns_ge5,B,0.85,0,0.9769016474483986
malecns_ge5,B,0.95,0,0.9971741266346773
malecns_ge5,B,0.0,1,0.0
malecns_ge5,B,0.01,1,0.019335762958114924
malecns_ge5,B,0.02,1,0.03975141363599076
malecns_ge5,B,0.05,1,0.09869083840978075
malecns_ge5,B,0.1,1,0.19010551818055613
malecns_ge5,B,0.15,1,0.27969838613399206
malecns_ge5,B,0.2,1,0.3589546000380624
malecns_ge5,B,0.3,1,0.5099273944345395
malecns_ge5,B,0.4,1,0.642742272447737
malecns_ge5,B,0.5,1,0.7504592002427329
malecns_ge5,B,0.7,1,0.9088262165445017
malecns_ge5,B,0.85,1,0.977650146713724
malecns_ge5,B,0.95,1,0.9973267373925142
malecns_ge5,B,0.0,2,0.0
malecns_ge5,B,0.01,2,0.01939398105355384
malecns_ge5,B,0.02,2,0.03819400157253495
malecns_ge5,B,0.05,2,0.09720184152394735
malecns_ge5,B,0.1,2,0.19136114118878877
malecns_ge5,B,0.15,2,0.280182218180983
malecns_ge5,B,0.2,2,0.3631533461401999
malecns_ge5,B,0.3,2,0.5101807724241834
malecns_ge5,B,0.4,2,0.6402401536556523
malecns_ge5,B,0.5,2,0.7468480178170552
malecns_ge5,B,0.7,2,0.9087888718205707
malecns_ge5,B,0.85,2,0.9765741929502589
malecns_ge5,B,0.95,2,0.9972583779366524
malecns_ge5,B,0.0,3,0.0
malecns_ge5,B,0.01,3,0.01936786983655281
malecns_ge5,B,0.02,3,0.04062962201556061
malecns_ge5,B,0.05,3,0.10142669884308586
malecns_ge5,B,0.1,3,0.1909937676213799
malecns_ge5,B,0.15,3,0.2804035227252452
malecns_ge5,B,0.2,3,0.36434414245219054
